MajorName,Concentration,Freshman,Sophomore,Junior,Senior,NdegUgrad,TotalUgrad,Grad1,Grad2,NdegGrad,TotalGrad,Professional,TotalStudents
Special Education, ,        0,        0,        0,        0,        0,        0,        3,        0,        0,        3,        0,        3
Special Education, ,        0,        0,        0,        0,        0,        0,        0,       23,        0,       23,        0,       23
Early Childhood Education, ,       18,       20,       10,       13,        0,       61,        0,        0,        0,        0,        0,       61
Elementary Education, ,       62,       68,       71,       63,        0,      264,        0,        0,        0,        0,        0,      264
Middle Grades Education, ,       25,       10,        1,        0,        0,       36,        0,        0,        0,        0,        0,       36
Middle Grades Education,Literacy,        0,        6,        6,        7,        0,       19,        0,        0,        0,        0,        0,       19
Middle Grades Education,Mathematics,        1,        9,       15,       10,        0,       35,        0,        0,        0,        0,        0,       35
Middle Grades Education,Science,        0,        2,        3,        2,        0,        7,        0,        0,        0,        0,        0,        7
Middle Grades Education,Social Science,        1,        4,        2,        2,        0,        9,        0,        0,        0,        0,        0,        9
Curriculum and Instruction, ,        0,        0,        0,        0,        0,        0,        2,        0,        0,        2,        0,        2
Elementary Education, ,        0,        0,        0,        0,        0,        0,        7,        0,        0,        7,        0,        7
Curriculum and Instruction, ,        0,        0,        0,        0,        0,        0,       23,        0,        0,       23,        0,       23
Curriculum and Instruction, ,        0,        0,        0,        0,        0,        0,       11,        0,        0,       11,        0,       11
Early Childhood Education, ,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
Secondary Education, ,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
Secondary Education,English,        0,        0,        0,        0,        0,        0,        4,        0,        0,        4,        0,        4
Secondary Education,Social Studies,        0,        0,        0,        0,        0,        0,        6,        0,        0,        6,        0,        6
Secondary Education,Sciences,        0,        0,        0,        0,        0,        0,        5,        0,        0,        5,        0,        5
Secondary Education,Mathematics,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
Curriculum and Instruction, ,        0,        0,        0,        0,        0,        0,       10,        0,        0,       10,        0,       10
Curriculum and Instruction, ,        0,        0,        0,        0,        0,        0,        6,        0,        0,        6,        0,        6
Curriculum and Instruction, ,        0,        0,        0,        0,        0,        0,        0,        0,        3,        3,        0,        3
Curriculum and Instruction, ,        0,        0,        0,        0,        0,        0,        0,       47,        0,       47,        0,       47
Educational Psychology, ,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
Educational Psychology, ,        0,        0,        0,        0,        0,        0,        0,       44,        0,       44,        0,       44
"Educ Policy, Orgzn & Leadrshp",Educational Admin & Leadership,        0,        0,        0,        0,        0,        0,        2,        0,        0,        2,        0,        2
"Educ Policy, Orgzn & Leadrshp",Educational Admin & Leadership,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
Ed Organization and Leadership, ,        0,        0,        0,        0,        0,        0,        0,        1,        0,        1,        0,        1
Ed Organization and Leadership, ,        0,        0,        0,        0,        0,        0,        0,        3,        0,        3,        0,        3
Ed Organization and Leadership,Educational Admin & Leadership,        0,        0,        0,        0,        0,        0,        0,        1,        0,        1,        0,        1
"Educ Policy, Orgzn & Leadrshp", ,        0,        0,        0,        0,        0,        0,        0,        2,        0,        2,        0,        2
"Educ Policy, Orgzn & Leadrshp", ,        0,        0,        0,        0,        0,        0,        0,        1,        0,        1,        0,        1
"Educ Policy, Orgzn & Leadrshp", ,        0,        0,        0,        0,        0,        0,        0,        1,        0,        1,        0,        1
"Educ Policy, Orgzn & Leadrshp",Higher Education,        0,        0,        0,        0,        0,        0,        0,        8,        0,        8,        0,        8
"Educ Policy, Orgzn & Leadrshp",Educational Admin & Leadership,        0,        0,        0,        0,        0,        0,        0,       17,        0,       17,        0,       17
"Educ Policy, Orgzn & Leadrshp",Educational Admin & Leadership,        0,        0,        0,        0,        0,        0,        0,        2,        0,        2,        0,        2
"Educ Policy, Orgzn & Leadrshp",Educational Admin & Leadership,        0,        0,        0,        0,        0,        0,        0,       22,        0,       22,        0,       22
"Educ Policy, Orgzn & Leadrshp",Human Resource Development,        0,        0,        0,        0,        0,        0,        0,        1,        0,        1,        0,        1
"Educ Policy, Orgzn & Leadrshp",Human Resource Development,        0,        0,        0,        0,        0,        0,        0,       40,        0,       40,        0,       40
"Educ Policy, Orgzn & Leadrshp",Learning Design and Leadership,        0,        0,        0,        0,        0,        0,        0,        5,        0,        5,        0,        5
"Educ Policy, Orgzn & Leadrshp",Learning Design and Leadership,        0,        0,        0,        0,        0,        0,        0,      127,        0,      127,        0,      127
"Educ Policy, Orgzn & Leadrshp",Global Studies in Education,        0,        0,        0,        0,        0,        0,        0,        3,        0,        3,        0,        3
"Educ Policy, Orgzn & Leadrshp",Global Studies in Education,        0,        0,        0,        0,        0,        0,        0,       36,        0,       36,        0,       36
"Educ Policy, Orgzn & Leadrshp",Diversity & Equity in Educ,        0,        0,        0,        0,        0,        0,        0,        5,        0,        5,        0,        5
"Educ Policy, Orgzn & Leadrshp",Diversity & Equity in Educ,        0,        0,        0,        0,        0,        0,        0,      126,        0,      126,        0,      126
"Educ Policy, Orgzn & Leadrshp", ,        0,        0,        0,        0,        0,        0,        4,        0,        0,        4,        0,        4
"Educ Policy, Orgzn & Leadrshp", ,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
"Educ Policy, Orgzn & Leadrshp",Higher Education,        0,        0,        0,        0,        0,        0,       18,        0,        0,       18,        0,       18
"Educ Policy, Orgzn & Leadrshp",Educational Admin & Leadership,        0,        0,        0,        0,        0,        0,       45,        0,        0,       45,        0,       45
"Educ Policy, Orgzn & Leadrshp",Educational Admin & Leadership,        0,        0,        0,        0,        0,        0,       13,        0,        0,       13,        0,       13
"Educ Policy, Orgzn & Leadrshp",Educational Admin & Leadership,        0,        0,        0,        0,        0,        0,       26,        0,        0,       26,        0,       26
"Educ Policy, Orgzn & Leadrshp",Educational Admin & Leadership,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
"Educ Policy, Orgzn & Leadrshp",Human Resource Development,        0,        0,        0,        0,        0,        0,       16,        0,        0,       16,        0,       16
"Educ Policy, Orgzn & Leadrshp",Human Resource Development,        0,        0,        0,        0,        0,        0,       19,        0,        0,       19,        0,       19
"Educ Policy, Orgzn & Leadrshp",Learning Design and Leadership,        0,        0,        0,        0,        0,        0,        3,        0,        0,        3,        0,        3
"Educ Policy, Orgzn & Leadrshp",Learning Design and Leadership,        0,        0,        0,        0,        0,        0,       47,        0,        0,       47,        0,       47
"Educ Policy, Orgzn & Leadrshp",Learning Design and Leadership,        0,        0,        0,        0,        0,        0,        4,        0,        0,        4,        0,        4
"Educ Policy, Orgzn & Leadrshp",Global Studies in Education,        0,        0,        0,        0,        0,        0,        6,        0,        0,        6,        0,        6
"Educ Policy, Orgzn & Leadrshp",Global Studies in Education,        0,        0,        0,        0,        0,        0,       33,        0,        0,       33,        0,       33
"Educ Policy, Orgzn & Leadrshp",Global Studies in Education,        0,        0,        0,        0,        0,        0,        3,        0,        0,        3,        0,        3
"Educ Policy, Orgzn & Leadrshp",Social Sciences & Ed Policy,        0,        0,        0,        0,        0,        0,        3,        0,        0,        3,        0,        3
"Educ Policy, Orgzn & Leadrshp",Philosophy of Education,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
"Educ Policy, Orgzn & Leadrshp",Diversity & Equity in Educ,        0,        0,        0,        0,        0,        0,       14,        0,        0,       14,        0,       14
"Educ Policy, Orgzn & Leadrshp",Diversity & Equity in Educ,        0,        0,        0,        0,        0,        0,       67,        0,        0,       67,        0,       67
"Educ Policy, Orgzn & Leadrshp",Global Studies in Education,        0,        0,        0,        0,        0,        0,        2,        0,        0,        2,        0,        2
"Educ Policy, Orgzn & Leadrshp",Social Sciences & Ed Policy,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
"Educ Policy, Orgzn & Leadrshp",History of Education,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
"Educ Policy, Orgzn & Leadrshp", ,        0,        0,        0,        0,        0,        0,        0,        0,        4,        4,        0,        4
"Educ Policy, Orgzn & Leadrshp", ,        0,        0,        0,        0,        0,        0,        0,        0,        5,        5,        0,        5
"Educ Policy, Orgzn & Leadrshp", ,        0,        0,        0,        0,        0,        0,        0,        0,       61,       61,        0,       61
Ed Organization and Leadership, ,        0,        0,        0,        0,        0,        0,        0,        2,        0,        2,        0,        2
Ed Organization and Leadership,Higher Education,        0,        0,        0,        0,        0,        0,        0,        3,        0,        3,        0,        3
Educational Policy Studies, ,        0,        0,        0,        0,        0,        0,        0,       24,        0,       24,        0,       24
Human Resource Education, ,        0,        0,        0,        0,        0,        0,        0,        2,        0,        2,        0,        2
Human Resource Education,Human Resource Development,        0,        0,        0,        0,        0,        0,        0,        7,        0,        7,        0,        7
"Educ Policy, Orgzn & Leadrshp", ,        0,        0,        0,        0,        0,        0,        0,        9,        0,        9,        0,        9
"Educ Policy, Orgzn & Leadrshp",Higher Education,        0,        0,        0,        0,        0,        0,        0,       24,        0,       24,        0,       24
"Educ Policy, Orgzn & Leadrshp",Educational Admin & Leadership,        0,        0,        0,        0,        0,        0,        0,        7,        0,        7,        0,        7
"Educ Policy, Orgzn & Leadrshp",Human Resource Development,        0,        0,        0,        0,        0,        0,        0,       15,        0,       15,        0,       15
"Educ Policy, Orgzn & Leadrshp",Learning Design and Leadership,        0,        0,        0,        0,        0,        0,        0,        3,        0,        3,        0,        3
"Educ Policy, Orgzn & Leadrshp",Global Studies in Education,        0,        0,        0,        0,        0,        0,        0,       19,        0,       19,        0,       19
"Educ Policy, Orgzn & Leadrshp",Social Sciences & Ed Policy,        0,        0,        0,        0,        0,        0,        0,       12,        0,       12,        0,       12
"Educ Policy, Orgzn & Leadrshp",History of Education,        0,        0,        0,        0,        0,        0,        0,        5,        0,        5,        0,        5
"Educ Policy, Orgzn & Leadrshp",Philosophy of Education,        0,        0,        0,        0,        0,        0,        0,        1,        0,        1,        0,        1
"Educ Policy, Orgzn & Leadrshp",Diversity & Equity in Educ,        0,        0,        0,        0,        0,        0,        0,        2,        0,        2,        0,        2
Education,***College total***,      146,      149,      149,      141,        4,      589,      435,      650,       73,     1158,        0,     1747
Agricultural & Biological Engr, ,        0,        0,       24,       18,        0,       42,        0,        0,        0,        0,        0,       42
Agricultural & Biological Engr,Agricultural Engineering,        0,        0,        2,       17,        0,       19,        0,        0,        0,        0,        0,       19
Agricultural & Biological Engr,Biological Engineering,        0,        0,        2,       15,        0,       17,        0,        0,        0,        0,        0,       17
Engineering,Energy Systems,        0,        0,        0,        0,        0,        0,       23,        0,        0,       23,        0,       23
Agricultural & Biological Engr, ,        0,        0,        0,        0,        0,        0,       37,        0,        0,       37,        0,       37
Agricultural & Biological Engr,Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
Nondegree, ,        0,        0,        0,        0,      242,      242,        0,        0,        0,        0,        0,      242
Agricultural & Biological Engr, ,        0,        0,        0,        0,        0,        0,        0,       33,        0,       33,        0,       33
Agricultural & Biological Engr,Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        0,        4,        0,        4,        0,        4
Engineering Physics, ,       32,       53,       67,      111,        0,      263,        0,        0,        0,        0,        0,      263
Physics, ,        0,        0,        0,        0,        0,        0,        7,        0,        0,        7,        0,        7
Physics, ,        0,        0,        0,        0,        0,        0,        0,      268,        0,      268,        0,      268
Physics,Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        0,        5,        0,        5,        0,        5
Civil Engineering, ,      104,      129,      148,      269,        0,      650,        0,        0,        0,        0,        0,      650
Civil Engineering, ,        0,        0,        0,        0,        0,        0,      267,        0,        0,      267,        0,      267
Civil Engineering, ,        0,        0,        0,        0,        0,        0,       47,        0,        0,       47,        0,       47
Civil Engineering,Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        3,        0,        0,        3,        0,        3
Environ Engr in Civil Engr, ,        0,        0,        0,        0,        0,        0,       54,        0,        0,       54,        0,       54
Environ Engr in Civil Engr, ,        0,        0,        0,        0,        0,        0,        2,        0,        0,        2,        0,        2
Civil Engineering, ,        0,        0,        0,        0,        0,        0,        0,      158,        0,      158,        0,      158
Civil Engineering,Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        0,       21,        0,       21,        0,       21
Environ Engr in Civil Engr, ,        0,        0,        0,        0,        0,        0,        0,       35,        0,       35,        0,       35
Environ Engr in Civil Engr,Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        0,        3,        0,        3,        0,        3
Bioengineering, ,       36,       71,       62,      118,        0,      287,        0,        0,        0,        0,        0,      287
Bioengineering,General Bioengineering,        0,        0,        0,        0,        0,        0,       27,        0,        0,       27,        0,       27
Bioengineering,Bioinstrumentation,        0,        0,        0,        0,        0,        0,        9,        0,        0,        9,        0,        9
Bioengineering, ,        0,        0,        0,        0,        0,        0,        6,        0,        0,        6,        0,        6
Bioengineering, ,        0,        0,        0,        0,        0,        0,        0,       83,        0,       83,        0,       83
Bioengineering,Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        0,        4,        0,        4,        0,        4
Bioengineering,Cancer Nanotechnology,        0,        0,        0,        0,        0,        0,        0,        1,        0,        1,        0,        1
Industrial Engineering, ,       49,       52,       93,       93,        0,      287,        0,        0,        0,        0,        0,      287
Systems Engineering and Design, ,       57,       67,       83,      107,        0,      314,        0,        0,        0,        0,        0,      314
Industrial Engineering, ,        0,        0,        0,        0,        0,        0,       29,        0,        0,       29,        0,       29
Industrial Engineering, ,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
Industrial Engineering,Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
Industrial Engineering,Advanced Analytics in IESE,        0,        0,        0,        0,        0,        0,        2,        0,        0,        2,        0,        2
Systems & Entrepreneurial Engr, ,        0,        0,        0,        0,        0,        0,        6,        0,        0,        6,        0,        6
Industrial Engineering, ,        0,        0,        0,        0,        0,        0,        0,       47,        0,       47,        0,       47
Systems & Entrepreneurial Engr, ,        0,        0,        0,        0,        0,        0,        0,       18,        0,       18,        0,       18
Computer Science, ,       63,      149,      264,      540,        0,     1016,        0,        0,        0,        0,        0,     1016
Computer Science,CS:BS/MS Program,        0,        0,        0,        4,        0,        4,        0,        0,        0,        0,        0,        4
Computer Science,BS/MCS Computer Science,        0,        0,        0,        1,        0,        1,        0,        0,        0,        0,        0,        1
Computer Science, ,        0,        0,        0,        0,        0,        0,      110,        0,        0,      110,        0,      110
Computer Science, ,        0,        0,        0,        0,        0,        0,       16,        0,        0,       16,        0,       16
Computer Science, ,        0,        0,        0,        0,        0,        0,      919,        0,        0,      919,        0,      919
Computer Science,BS/MCS Computer Science,        0,        0,        0,        0,        0,        0,       22,        0,        0,       22,        0,       22
Computer Science, ,        0,        0,        0,        0,        0,        0,      105,        0,        0,      105,        0,      105
Computer Science,CS:BS/MS Program,        0,        0,        0,        0,        0,        0,        8,        0,        0,        8,        0,        8
Bioinformatics,Computer Science,        0,        0,        0,        0,        0,        0,        8,        0,        0,        8,        0,        8
Computer Science, ,        0,        0,        0,        0,        0,        0,        0,        0,        9,        9,        0,        9
Computer Science, ,        0,        0,        0,        0,        0,        0,        0,      388,        0,      388,        0,      388
Financial Engineering, ,        0,        0,        0,        0,        0,        0,      111,        0,        0,      111,        0,      111
Financial Engineering,Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        3,        0,        0,        3,        0,        3
Engineering Undeclared, ,       69,       67,        3,        0,        0,      139,        0,        0,        0,        0,        0,      139
Aerospace Engineering, ,       72,      109,      116,      198,        0,      495,        0,        0,        0,        0,        0,      495
Aerospace Engineering, ,        0,        0,        0,        0,        0,        0,       56,        0,        0,       56,        0,       56
Aerospace Engineering, ,        0,        0,        0,        0,        0,        0,       32,        0,        0,       32,        0,       32
Aerospace Engineering, ,        0,        0,        0,        0,        0,        0,        0,       71,        0,       71,        0,       71
Aerospace Engineering,Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        0,        4,        0,        4,        0,        4
Engineering Mechanics, ,       14,       23,       32,       42,        0,      111,        0,        0,        0,        0,        0,      111
Mechanical Engineering, ,       69,      183,      228,      345,        0,      825,        0,        0,        0,        0,        0,      825
Mechanical Engineering, ,        0,        0,        0,        0,        0,        0,       24,        0,        0,       24,        0,       24
Mechanical Engineering, ,        0,        0,        0,        0,        0,        0,       21,        0,        0,       21,        0,       21
Engineering,Computational Engineering,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
Engineering,Railway Engineering,        0,        0,        0,        0,        0,        0,        2,        0,        0,        2,        0,        2
Mechanical Engineering, ,        0,        0,        0,        0,        0,        0,       72,        0,        0,       72,        0,       72
Mechanical Engineering, ,        0,        0,        0,        0,        0,        0,        6,        0,        0,        6,        0,        6
Mechanical Engineering,Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
Theoretical & Applied Mechans, ,        0,        0,        0,        0,        0,        0,        6,        0,        0,        6,        0,        6
Mechanical Engineering, ,        0,        0,        0,        0,        0,        0,        0,      257,        0,      257,        0,      257
Mechanical Engineering,Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        0,        8,        0,        8,        0,        8
Theoretical & Applied Mechans, ,        0,        0,        0,        0,        0,        0,        0,       19,        0,       19,        0,       19
Theoretical & Applied Mechans,Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        0,        4,        0,        4,        0,        4
Materials Science & Engr, ,       44,       71,       73,      109,        0,      297,        0,        0,        0,        0,        0,      297
Materials Science & Engr,Electronic Materials,        0,        0,        0,        6,        0,        6,        0,        0,        0,        0,        0,        6
Materials Science & Engr,Metals,        0,        0,        0,        5,        0,        5,        0,        0,        0,        0,        0,        5
Materials Science & Engr,Biomaterials,        0,        0,        0,        6,        0,        6,        0,        0,        0,        0,        0,        6
Materials Science & Engr,Polymer,        0,        0,        0,        7,        0,        7,        0,        0,        0,        0,        0,        7
Materials Science & Engr, ,        0,        0,        0,        0,        0,        0,       41,        0,        0,       41,        0,       41
Materials Science & Engr,BS/MS Materials Science & Eng,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
Materials Science & Engr,Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
Materials Science & Engr, ,        0,        0,        0,        0,        0,        0,        0,      144,        0,      144,        0,      144
Materials Science & Engr,Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        0,        2,        0,        2,        0,        2
Computer Engineering, ,      112,      194,      276,      588,        0,     1170,        0,        0,        0,        0,        0,     1170
Electrical Engineering, ,       95,      177,      197,      348,        0,      817,        0,        0,        0,        0,        0,      817
Electrical & Computer Engr, ,        0,        0,        0,        0,        0,        0,      134,        0,        0,      134,        0,      134
Electrical & Computer Engr,BS/MENG ECE,        0,        0,        0,        0,        0,        0,       21,        0,        0,       21,        0,       21
Electrical & Computer Engr, ,        0,        0,        0,        0,        0,        0,      231,        0,        0,      231,        0,      231
Electrical & Computer Engr,Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        3,        0,        0,        3,        0,        3
Electrical & Computer Engr, ,        0,        0,        0,        0,        0,        0,        0,      308,        0,      308,        0,      308
Electrical & Computer Engr,Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        0,        2,        0,        2,        0,        2
"Nuclear, Plasma, Radiolgc Engr", ,       21,       18,       16,       11,        0,       66,        0,        0,        0,        0,        0,       66
"Nuclear, Plasma, Radiolgc Engr","Power, Safety, and the Environ",        0,        0,        2,       22,        0,       24,        0,        0,        0,        0,        0,       24
"Nuclear, Plasma, Radiolgc Engr",Plasma and Fusion Sci and Engr,        0,        0,        0,       10,        0,       10,        0,        0,        0,        0,        0,       10
"Nuclear, Plasma, Radiolgc Engr","Radiol, Medical, & Instr Apps",        0,        0,        1,        8,        0,        9,        0,        0,        0,        0,        0,        9
"Nuclear, Plasma, Radiolgc Engr", ,        0,        0,        0,        0,        0,        0,       35,        0,        0,       35,        0,       35
"Nuclear, Plasma, Radiolgc Engr", ,        0,        0,        0,        0,        0,        0,        0,       49,        0,       49,        0,       49
"Nuclear, Plasma, Radiolgc Engr",Computational Sci & Engr,        0,        0,        0,        0,        0,        0,        0,        8,        0,        8,        0,        8
Grainger Engineering,***College total***,      837,     1363,     1689,     2998,      242,     7129,     2512,     1944,        9,     4465,        0,    11594
Nondegree, ,        0,        0,        0,        0,       28,       28,        0,        0,        0,        0,        0,       28
Music, ,        0,        0,        0,        0,        0,        0,       12,        0,        0,       12,        0,       12
Music,Choral Music,        0,        0,        0,        0,        0,        0,        0,       10,        0,       10,        0,       10
Music,Performance and Literature,        0,        0,        0,        0,        0,        0,        0,      102,        0,      102,        0,      102
Music,Music Composition,        0,        0,        0,        0,        0,        0,        0,       14,        0,       14,        0,       14
Music,Vocal Coaching & Accompanying,        0,        0,        0,        0,        0,        0,        0,        3,        0,        3,        0,        3
Music,Jazz Performance,        0,        0,        0,        0,        0,        0,        0,       32,        0,       32,        0,       32
Music,Instrmntl Conducting Wind Band,        0,        0,        0,        0,        0,        0,        0,        2,        0,        2,        0,        2
Music, ,       16,       12,       11,       16,        0,       55,        0,        0,        0,        0,        0,       55
Lyric Theatre, ,        7,        4,        1,        2,        0,       14,        0,        0,        0,        0,        0,       14
Lyric Theatre,Performance,        0,        0,        0,        2,        0,        2,        0,        0,        0,        0,        0,        2
Music Education,Choral Music,        5,        7,        8,        8,        0,       28,        0,        0,        0,        0,        0,       28
Music Education,Instrumental Music,       29,       25,       18,       28,        0,      100,        0,        0,        0,        0,        0,      100
Music Education,Elementary General Music,        1,        0,        2,        4,        0,        7,        0,        0,        0,        0,        0,        7
Music Education,Technology,        0,        0,        1,        4,        0,        5,        0,        0,        0,        0,        0,        5
Voice, ,        6,        5,        4,        7,        0,       22,        0,        0,        0,        0,        0,       22
Instrumental Music, ,       20,       22,       16,       20,        0,       78,        0,        0,        0,        0,        0,       78
Music Composition, ,        3,        0,        3,        5,        0,       11,        0,        0,        0,        0,        0,       11
Open Studies, ,        2,        2,        2,        4,        0,       10,        0,        0,        0,        0,        0,       10
Jazz Performance, ,        7,        3,        8,       10,        0,       28,        0,        0,        0,        0,        0,       28
Computer Science and Music, ,        6,        4,        3,        1,        0,       14,        0,        0,        0,        0,        0,       14
Music Education, ,        0,        0,        0,        0,        0,        0,        0,        2,        0,        2,        0,        2
Music Education, ,        0,        0,        0,        0,        0,        0,       10,        0,        0,       10,        0,       10
Music,Choral Music,        0,        0,        0,        0,        0,        0,        2,        0,        0,        2,        0,        2
Music,Performance and Literature,        0,        0,        0,        0,        0,        0,       53,        0,        0,       53,        0,       53
Music,Music Composition,        0,        0,        0,        0,        0,        0,        8,        0,        0,        8,        0,        8
Music,Musicology,        0,        0,        0,        0,        0,        0,        6,        0,        0,        6,        0,        6
Music,Piano Pedagogy,        0,        0,        0,        0,        0,        0,        5,        0,        0,        5,        0,        5
Music,Instrumental Conducting (Band),        0,        0,        0,        0,        0,        0,        2,        0,        0,        2,        0,        2
Music,Instrumental Conducting (Orch),        0,        0,        0,        0,        0,        0,        2,        0,        0,        2,        0,        2
Music,Vocal Coaching & Accompanying,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        1
Music,Jazz Performance,        0,        0,        0,        0,        0,        0,       13,        0,        0,       13,        0,       13
Music Education, ,        0,        0,        0,        0,        0,        0,        0,        8,        0,        8,        0,        8
Musicology, ,        0,        0,        0,        0,        0,        0,        0,       17,        0,       17,        0,       17
Musicology,Medieval Studies,        0,        0,        0,        0,        0,        0,        0,        1,        0,        1,        0,        1
Studio Art,Painting,        0,        1,        0,        0,        0,        1,        0,        0,        0,        0,        0,        1
Studio Art,Printmaking,        0,        0,        1,        0,        0,        1,        0,        0,        0,        0,        0,        1
Studio Art,General Studio Art,        0,        0,        0,        2,        0,        2,        0,        0,        0,        0,        0,        2
Graphic Design, ,       47,       59,       56,       67,        0,      229,        0,        0,        0,        0,        0,      229
Crafts,Metals,        0,        0,        1,        0,        0,        1,        0,        0,        0,        0,        0,        1
History of Art, ,        0,        0,        2,        5,        0,        7,        0,        0,        0,        0,        0,        7
Photography, ,        9,        5,        5,       14,        0,       33,        0,        0,        0,        0,        0,       33
Industrial Design, ,       28,       37,       67,       66,        0,      198,        0,        0,        0,        0,        0,      198
Painting, ,        4,        7,       10,       12,        0,       33,        0,        0,        0,        0,        0,       33
Sculpture, ,        1,        0,        0,        2,        0,        3,        0,        0,        0,        0,        0,        3
Art Education, ,        7,       16,       11,       12,        0,       46,        0,        0,        0,        0,        0,       46
New Media, ,        4,        6,       12,       11,        0,       33,        0,        0,        0,        0,        0,       33
Art and Art History, ,        0,        1,        0,        0,        0,        1,        0,        0,        0,        0,        0,        1
Studio Art,Painting,        0,        1,        0,        0,        0,        1,        0,        0,        0,        0,        0,        1
Studio Art,Sculpture,        1,        0,        0,        0,        0,        1,        0,        0,        0,        0,        0,        1
Studio Art,General Studio Art,        2,        1,        0,        0,        0,        3,        0,        0,        0,        0,        0,        3
Art Education, ,        0,        0,        0,        0,        0,        0,        3,        0,        0,        3,        0,        3
Art Education, ,        0,        0,        0,        0,        0,        0,        6,        0,        0,        6,        0,        6
Art History, ,        0,        0,        0,        0,        0,        0,        4,        0,        0,        4,        0,        4
Art and Design, ,        0,        0,        0,        0,        0,        0,        2,        0,        0,        2,        0,        2
Art and Design,Graphic Design,        0,        0,        0,        0,        0,        0,        8,        0,        0,        8,        0,        8
Art and Design,Industrial Design,        0,        0,        0,        0,        0,        0,       15,        0,        0,       15,        0,       15
Art and Design,Metals,        0,        0,        0,        0,        0,        0,        4,        0,        0,        4,        0,        4
Art and Design,Painting,        0,        0,        0,        0,        0,        0,       10,        0,        0,       10,        0,       10
Art and Design,Sculpture,        0,        0,        0,        0,        0,        0,        9,        0,        0,        9,        0,        9
Art Undeclared, ,       14,        0,        0,        0,        0,       14,        0,        0,        0,        0,        0,       14
Art Education, ,        0,        0,        0,        0,        0,        0,        0,        9,        0,        9,        0,        9
Art History, ,        0,        0,        0,        0,        0,        0,        0,       10,        0,       10,        0,       10
Landscape Architecture, ,        6,       21,        9,       18,        0,       54,        0,        0,        0,        0,        0,       54
Landscape Architecture, ,        0,        0,        0,        0,        0,        0,       35,        0,        0,       35,        0,       35
Landscape Architecture, ,        0,        0,        0,        0,        0,        0,        0,       14,        0,       14,        0,       14
Urban Planning, ,        0,        0,        0,        1,        0,        1,        0,        0,        0,        0,        0,        1
Urban Studies and Planning, ,       20,        8,        6,        1,        0,       35,        0,        0,        0,        0,        0,       35
Urban Studies and Planning,Sustainability,        0,        2,        2,       11,        0,       15,        0,        0,        0,        0,        0,       15
Urban Studies and Planning,Policy and Planning,        0,        3,       12,       11,        0,       26,        0,        0,        0,        0,        0,       26
Urban Studies and Planning,Social Justice,        0,        1,        5,        4,        0,       10,        0,        0,        0,        0,        0,       10
Sustainable Urban Management, ,        0,        0,        0,        0,        0,        0,        2,        0,        0,        2,        0,        2
Urban Planning, ,        0,        0,        0,        0,        0,        0,       49,        0,        0,       49,        0,       49
Regional Planning, ,        0,        0,        0,        0,        0,        0,        0,       15,        0,       15,        0,       15
Architectural Studies, ,      116,       88,       89,      121,        0,      414,        0,        0,        0,        0,        0,      414
Architecture,Architecture - 2 Yr,        0,        0,        0,        0,        0,        0,      116,        0,        0,      116,        0,      116
Architecture,Architecture Track 3,        0,        0,        0,        0,        0,        0,       16,        0,        0,       16,        0,       16
Architectural Studies,Structures,        0,        0,        0,        0,        0,        0,        3,        0,        0,        3,        0,        3
Architecture, ,        0,        0,        0,        0,        0,        0,        0,       16,        0,       16,        0,       16
Dance, ,        0,        1,        1,        6,        0,        8,        0,        0,        0,        0,        0,        8
